trade_no,asset,rehedge_min,entry_ts,exit_ts,instrument,strike,cp,expiry,hold_hours,wknd_frac,index_in,index_out,index_move_pct,iv_in,iv_out,iv_change,premium_in,premium_out,option_pnl,hedge_pnl,perp_fees,option_fees,spread_cost,vega_usd,gross_usd,net_usd,gross_per_vega,net_per_vega,cum_net_per_vega
147,BTC,60,2023-08-25 12:35:01.672000+00:00,2023-08-27 00:00:00+00:00,BTC-27AUG23-26250-C,26250,C,2023-08-27 08:00:00+00:00,35.4162,0.737052,26107.8,26004,-0.397594,0.333,0.1822,-0.1508,181.885,2.5682,179.316,-58.4926,15.3816,8.15337,6.28459,720.785,120.824,91.0042,0.167628,0.126257,6.06675
148,BTC,60,2023-09-22 12:37:15.023000+00:00,2023-09-24 00:00:00+00:00,BTC-24SEP23-26500-P,26500,P,2023-09-24 08:00:00+00:00,35.3792,0.737681,26601.5,26575.7,-0.0972534,0.234,0.1169,-0.1171,129.541,11.1292,118.412,-5.63237,15.3039,9.37162,6.37338,730.969,112.78,81.7308,0.154288,0.111812,6.17856
149,BTC,60,2023-09-29 12:40:59.122000+00:00,2023-10-01 00:00:00+00:00,BTC-1OCT23-27000-P,27000,P,2023-10-01 08:00:00+00:00,35.3169,0.738742,26994.2,26983.5,-0.039678,0.2468,0.1425,-0.1043,191.301,55.0986,136.203,-13.791,21.5604,14.9856,6.65461,763.224,122.412,79.2112,0.160388,0.103785,6.28235
150,BTC,60,2023-10-06 12:07:51.693000+00:00,2023-10-08 00:00:00+00:00,BTC-8OCT23-27750-P,27750,P,2023-10-08 08:00:00+00:00,35.869,0.729445,27747.8,27973.6,0.81362,0.2493,0.2061,-0.0432,196.675,8.09555,188.58,-246.262,31.2713,9.33629,6.84038,784.529,-57.6829,-105.131,-0.0735255,-0.134005,6.14834
151,BTC,60,2023-10-20 12:41:31.605000+00:00,2023-10-22 00:00:00+00:00,BTC-22OCT23-29500-P,29500,P,2023-10-22 08:00:00+00:00,35.3079,0.738895,29719.9,29907.6,0.631574,0.3884,0.3067,-0.0817,226.974,8.43415,218.54,-139.664,23.1525,9.97023,7.03795,807.189,78.8758,38.7151,0.0977167,0.0479629,6.1963
152,BTC,60,2023-10-27 12:42:42.252000+00:00,2023-10-29 00:00:00+00:00,BTC-29OCT23-34250-C,34250,C,2023-10-29 08:00:00+00:00,35.2883,0.73923,34016.2,34058.8,0.125138,0.4302,0.2518,-0.1784,308.693,34.934,273.759,-54.7228,27.3336,14.5716,8.20387,940.909,219.036,168.927,0.232792,0.179536,6.37584
153,BTC,60,2023-11-03 12:25:23.440000+00:00,2023-11-05 00:00:00+00:00,BTC-5NOV23-34250-P,34250,P,2023-11-05 08:00:00+00:00,35.5768,0.734335,34291.3,35106.3,2.37658,0.45,0.4981,0.0481,415.66,11.0188,404.641,-272.404,25.0251,11.6648,8.44135,968.146,132.238,87.1065,0.136589,0.0899724,6.46581
154,BTC,60,2023-11-10 12:41:48.369000+00:00,2023-11-12 00:00:00+00:00,BTC-12NOV23-37000-C,37000,C,2023-11-12 08:00:00+00:00,35.3032,0.738975,37074.2,37019.8,-0.146819,0.5635,0.2499,-0.3136,627.884,121.661,506.223,-25.6857,32.1829,22.2282,9.11715,1045.65,480.538,417.009,0.459557,0.398802,6.86462
155,BTC,60,2023-11-17 12:34:39.766000+00:00,2023-11-19 00:00:00+00:00,BTC-19NOV23-36500-P,36500,P,2023-11-19 08:00:00+00:00,35.4223,0.736949,36444.8,36554.4,0.300763,0.4031,0.3085,-0.0946,443.852,110.379,333.473,-130.46,29.257,21.8998,8.97771,1029.66,203.013,142.879,0.197165,0.138763,7.00338
156,BTC,60,2023-11-24 12:41:31.196000+00:00,2023-11-26 00:00:00+00:00,BTC-26NOV23-37750-C,37750,C,2023-11-26 08:00:00+00:00,35.308,0.738893,37927.4,37787.7,-0.368375,0.4439,0.1772,-0.2667,568.875,100.954,467.922,-180.105,31.1272,22.7146,9.22384,1057.89,287.817,224.751,0.272067,0.212452,7.21583
157,BTC,60,2023-12-01 12:42:30.838000+00:00,2023-12-03 00:00:00+00:00,BTC-3DEC23-38500-P,38500,P,2023-12-03 08:00:00+00:00,35.2914,0.739176,38448.6,39453.2,2.61272,0.4091,0.4792,0.0701,471.159,10.605,460.554,-376.486,29.6207,12.8602,9.47372,1086.55,84.0679,32.1133,0.0773715,0.0295553,7.24539
158,BTC,60,2023-12-15 12:36:10.658000+00:00,2023-12-17 00:00:00+00:00,BTC-17DEC23-42500-P,42500,P,2023-12-17 08:00:00+00:00,35.397,0.737377,42749.3,42172.1,-1.35001,0.3444,0.3237,-0.0207,302.269,378.373,-76.1037,61.2228,47.0344,25.4764,10.2098,1170.97,-14.8809,-97.6015,-0.0127082,-0.0833509,7.16204
159,BTC,60,2023-12-22 12:34:54.171000+00:00,2023-12-24 00:00:00+00:00,BTC-24DEC23-43500-P,43500,P,2023-12-24 08:00:00+00:00,35.4183,0.737017,43648.6,43774,0.287299,0.3481,0.2263,-0.1218,358.659,28.9922,329.667,-135.607,38.7567,16.7186,10.6391,1220.21,194.059,127.945,0.159038,0.104855,7.26689
160,BTC,60,2024-01-05 12:42:26.435000+00:00,2024-01-07 00:00:00+00:00,BTC-7JAN24-44000-P,44000,P,2024-01-07 08:00:00+00:00,35.2927,0.739155,43938.8,43992.7,0.122766,0.694,0.2837,-0.4103,893.642,154.152,739.49,-79.1406,28.4715,26.3794,10.8318,1242.31,660.35,594.667,0.531551,0.478679,7.74557
161,BTC,60,2024-01-19 12:36:11.857000+00:00,2024-01-21 00:00:00+00:00,BTC-21JAN24-41500-P,41500,P,2024-01-21 08:00:00+00:00,35.3967,0.737383,41385.9,41703.8,0.768219,0.3745,0.2244,-0.1501,498.218,38.7942,459.424,-411.776,46.5895,17.265,10.1609,1165.36,47.6475,-26.3679,0.0408865,-0.0226265,7.72294
162,BTC,60,2024-02-09 12:38:42.506000+00:00,2024-02-11 00:00:00+00:00,BTC-11FEB24-47000-P,47000,P,2024-02-11 08:00:00+00:00,35.3549,0.738095,47345.4,47701.8,0.75275,0.3884,0.314,-0.0744,363.527,11.4158,352.111,-212.161,41.4544,15.6306,11.2237,1287.26,139.949,71.6408,0.108719,0.0556538,7.7786
163,BTC,60,2024-02-23 12:12:02.441000+00:00,2024-02-25 00:00:00+00:00,BTC-25FEB24-50500-P,50500,P,2024-02-25 08:00:00+00:00,35.7993,0.730605,51030.1,51533.3,0.98617,0.4055,0.3954,-0.0101,354.969,11.2809,343.688,-172.727,34.1847,16.7191,11.714,1343.49,170.961,108.343,0.127252,0.0806432,7.85924
164,BTC,60,2024-03-01 12:41:17.131000+00:00,2024-03-03 00:00:00+00:00,BTC-3MAR24-63000-C,63000,C,2024-03-03 08:00:00+00:00,35.3119,0.738827,62589,61911.5,-1.08247,0.5656,0.443,-0.1226,811.985,37.9145,774.071,-385.073,52.7598,23.516,15.2721,1751.57,388.997,297.45,0.222085,0.169819,8.02906
165,BTC,60,2024-03-08 12:32:22.015000+00:00,2024-03-10 00:00:00+00:00,BTC-10MAR24-67500-P,67500,P,2024-03-10 08:00:00+00:00,35.4606,0.7363,67517.6,68505.9,1.46381,0.5519,0.3274,-0.2245,1044.61,19.9408,1024.66,-1024.47,65.3055,22.7479,16.6388,1908.32,0.196114,-104.496,0.000102768,-0.0547581,7.9743
166,BTC,60,2024-03-15 12:41:46.903000+00:00,2024-03-17 00:00:00+00:00,BTC-17MAR24-67500-C,67500,C,2024-03-17 08:00:00+00:00,35.3036,0.738968,67793.7,65360.1,-3.58981,0.7667,0.6965,-0.0702,1617.78,38.1973,1579.59,-1403.1,85.0666,25.1128,16.6171,1905.83,176.491,49.6944,0.0926058,0.0260749,8.00038
167,BTC,60,2024-03-22 12:10:54.867000+00:00,2024-03-24 00:00:00+00:00,BTC-24MAR24-65000-C,65000,C,2024-03-24 08:00:00+00:00,35.8181,0.730292,64567.9,64040.1,-0.817522,0.6017,0.4593,-0.1424,899.458,64.938,834.52,-450.56,63.789,27.4876,15.7729,1809,383.96,276.911,0.21225,0.153074,8.15345
168,BTC,60,2024-03-29 12:29:28.197000+00:00,2024-03-31 00:00:00+00:00,BTC-31MAR24-70000-C,70000,C,2024-03-31 08:00:00+00:00,35.5088,0.735483,70150.7,69809.7,-0.486067,0.4591,0.2205,-0.2386,986.885,105.968,880.917,-280.183,54.296,34.2912,17.2351,1976.71,600.734,494.912,0.303906,0.250371,8.40382
169,BTC,60,2024-04-19 12:42:11.669000+00:00,2024-04-21 00:00:00+00:00,BTC-21APR24-66000-C,66000,C,2024-04-21 08:00:00+00:00,35.2968,0.739085,65315.1,64918.6,-0.606953,0.6498,0.4503,-0.1995,894.514,48.554,845.96,-436.536,49.9038,25.6638,15.7716,1808.86,409.424,318.085,0.226344,0.175848,8.57967
170,BTC,60,2024-04-26 12:43:24.868000+00:00,2024-04-28 00:00:00+00:00,BTC-28APR24-64500-P,64500,P,2024-04-28 08:00:00+00:00,35.2764,0.739433,64383.8,63430.1,-1.48125,0.3773,0.2812,-0.0961,747.078,1074.88,-327.806,353.854,49.3429,38.3442,15.8488,1817.72,26.0482,-77.4878,0.0143301,-0.0426291,8.53704
171,BTC,60,2024-05-17 12:37:19.532000+00:00,2024-05-19 00:00:00+00:00,BTC-19MAY24-67000-C,67000,C,2024-05-19 08:00:00+00:00,35.3779,0.737703,66371.9,66992.7,0.935393,0.4269,0.2219,-0.205,529.51,175.62,353.89,66.1605,58.4856,40.0094,15.6599,1796.05,420.051,305.896,0.233874,0.170316,8.70736
172,BTC,60,2024-06-14 12:33:58.764000+00:00,2024-06-16 00:00:00+00:00,BTC-16JUN24-66500-C,66500,C,2024-06-16 08:00:00+00:00,35.4337,0.736755,67113.7,66184.9,-1.38399,0.3646,0.2593,-0.1053,1038.59,86.8081,951.787,-963.953,74.2862,30.9851,15.4593,1773.04,-12.1669,-132.898,-0.00686217,-0.0749546,8.6324
173,BTC,60,2024-06-21 12:19:42.183000+00:00,2024-06-23 00:00:00+00:00,BTC-23JUN24-63500-P,63500,P,2024-06-23 08:00:00+00:00,35.6716,0.732741,63544.3,64253,1.11533,0.3673,0.3167,-0.0506,637.754,32.1229,605.631,-409.085,47.5415,23.0786,15.6527,1795.22,196.546,110.274,0.109483,0.0614264,8.69383
174,BTC,60,2024-07-05 12:38:42.066000+00:00,2024-07-07 00:00:00+00:00,BTC-7JUL24-54500-P,54500,P,2024-07-07 08:00:00+00:00,35.355,0.738093,55226.1,58154.3,5.30213,0.5278,0.9427,0.4149,506.316,6.25988,500.056,-514.99,30.5734,17.3503,12.7017,1456.78,-14.9342,-75.5596,-0.0102515,-0.0518677,8.64196
175,BTC,60,2024-07-12 12:35:39.009000+00:00,2024-07-14 00:00:00+00:00,BTC-14JUL24-57500-P,57500,P,2024-07-14 08:00:00+00:00,35.4058,0.737228,57388.3,59461,3.61164,0.3997,0.6104,0.2107,706.52,14.7126,691.808,-763.778,50.4608,19.0556,14.1265,1620.18,-71.9698,-155.613,-0.0444208,-0.0960464,8.54591
176,BTC,60,2024-07-26 12:44:33.494000+00:00,2024-07-28 00:00:00+00:00,BTC-28JUL24-67000-P,67000,P,2024-07-28 08:00:00+00:00,35.2574,0.739758,67199.1,67861.8,0.986113,0.8759,0.4918,-0.3841,1563.78,108.249,1455.53,-874.436,68.6305,33.6908,16.5146,1894.08,581.097,462.261,0.306797,0.244056,8.78997
177,BTC,60,2024-08-09 12:43:16.922000+00:00,2024-08-11 00:00:00+00:00,BTC-11AUG24-60500-P,60500,P,2024-08-11 08:00:00+00:00,35.2786,0.739395,60509.8,60903.7,0.650904,0.5914,0.3301,-0.2613,1006.74,91.5101,915.225,-365.248,46.8571,29.5917,14.9124,1710.32,549.977,458.616,0.321565,0.268147,9.05812
178,BTC,60,2024-08-30 12:39:47.117000+00:00,2024-09-01 00:00:00+00:00,BTC-1SEP24-59000-P,59000,P,2024-09-01 08:00:00+00:00,35.3369,0.738401,59632.1,59028.5,-1.01213,0.4356,0.2304,-0.2052,457.551,150.046,307.506,4.96694,52.1516,35.5982,13.7751,1579.88,312.473,210.948,0.197782,0.133521,9.19164
179,BTC,60,2024-09-20 12:40:07.438000+00:00,2024-09-22 00:00:00+00:00,BTC-22SEP24-64000-C,64000,C,2024-09-22 08:00:00+00:00,35.3313,0.738497,63425.6,63284.8,-0.221989,0.4421,0.291,-0.1511,541.902,26.6998,515.203,-245.609,45.487,22.3652,15.0676,1728.12,269.593,186.674,0.156004,0.108021,9.29966
180,BTC,60,2024-09-27 12:19:35.918000+00:00,2024-09-29 00:00:00+00:00,BTC-29SEP24-66000-P,66000,P,2024-09-29 08:00:00+00:00,35.6734,0.732712,65376,65842.7,0.713889,0.3575,0.1237,-0.2338,1022.08,196.329,825.747,-453.846,71.2399,39.3656,15.093,1731.03,371.901,246.203,0.214844,0.142229,9.44189
181,BTC,60,2024-10-11 12:43:14.414000+00:00,2024-10-13 00:00:00+00:00,BTC-13OCT24-61000-P,61000,P,2024-10-13 08:00:00+00:00,35.2793,0.739383,61243.8,63327.5,3.40241,0.3393,0.556,0.2167,472.511,4.70247,467.809,-494.451,33.8471,18.9609,14.861,1704.42,-26.6419,-94.3109,-0.0156311,-0.0553332,9.38655
182,BTC,60,2024-10-18 12:23:58.634000+00:00,2024-10-20 00:00:00+00:00,BTC-20OCT24-68000-P,68000,P,2024-10-20 08:00:00+00:00,35.6004,0.733939,67734.1,68412.7,1.002,0.3415,0.1913,-0.1502,796.819,30.0288,766.79,-407.256,48.3385,24.0738,16.5116,1893.73,359.535,270.611,0.189855,0.142898,9.52945
183,BTC,60,2024-10-25 12:13:50.249000+00:00,2024-10-27 00:00:00+00:00,BTC-27OCT24-68500-C,68500,C,2024-10-27 08:00:00+00:00,35.7694,0.731105,68147,67021.6,-1.65149,0.3097,0.354,0.0443,438.27,5.53202,432.738,-653.897,47.424,21.1356,16.3821,1878.87,-221.159,-306.101,-0.117708,-0.162917,9.36653
184,BTC,60,2024-11-08 12:06:59.999000+00:00,2024-11-10 00:00:00+00:00,BTC-10NOV24-75500-P,75500,P,2024-11-10 08:00:00+00:00,35.8833,0.729206,76137.2,76648.7,0.671841,0.3287,0.3361,0.00740002,431.386,23.342,408.044,-366.962,69.3563,25.7589,17.5121,2008.48,41.0814,-71.5458,0.020454,-0.0356219,9.33091
185,BTC,60,2024-11-22 12:35:49.129000+00:00,2024-11-24 00:00:00+00:00,BTC-24NOV24-100000-C,100000,C,2024-11-24 08:00:00+00:00,35.403,0.737276,98924.3,97654.6,-1.28358,0.5724,0.5007,-0.0717,1128.6,37.4136,1091.19,-492.444,67.1613,34.354,23.6584,2713.4,598.745,473.572,0.220662,0.174531,9.50544
186,BTC,60,2025-01-03 12:15:55.010000+00:00,2025-01-05 00:00:00+00:00,BTC-5JAN25-97000-P,97000,P,2025-01-05 08:00:00+00:00,35.7347,0.731684,96804.5,98311.5,1.55673,0.3454,0.2552,-0.0902,1047.27,12.4427,1034.82,-796.359,90.6295,30.5967,23.8057,2730.3,238.464,93.4322,0.0873399,0.0342205,9.53966
187,BTC,60,2025-01-10 12:41:20.419000+00:00,2025-01-12 00:00:00+00:00,BTC-12JAN25-94000-P,94000,P,2025-01-12 08:00:00+00:00,35.311,0.738842,94866.6,94501.8,-0.384552,0.4358,0.1633,-0.2725,781.223,33.277,747.946,-217.347,84.5593,32.6196,22.2718,2554.37,530.599,391.149,0.207722,0.153129,9.69279
188,BTC,60,2025-02-14 12:37:45.251000+00:00,2025-02-16 00:00:00+00:00,BTC-16FEB25-97000-P,97000,P,2025-02-16 08:00:00+00:00,35.3708,0.737824,96741.8,97602.3,0.88956,0.3085,0.2007,-0.1078,980.324,47.2619,933.062,-712.205,95.0483,34.9303,23.7025,2718.46,220.857,67.176,0.0812434,0.024711,9.7175
189,BTC,60,2025-03-21 12:41:31.470000+00:00,2025-03-23 00:00:00+00:00,BTC-23MAR25-84000-C,84000,C,2025-03-23 08:00:00+00:00,35.3079,0.738895,83759.7,83837.2,0.0924962,0.3652,0.1497,-0.2155,751.236,83.7627,667.473,-80.4835,66.8889,35.5982,20.5502,2356.92,586.989,463.952,0.249049,0.196847,9.91435
190,BTC,60,2025-04-25 12:36:04.477000+00:00,2025-04-27 00:00:00+00:00,BTC-27APR25-94000-P,94000,P,2025-04-27 08:00:00+00:00,35.3988,0.737348,94708.4,94843.2,0.142342,0.3489,0.2296,-0.1193,619.144,30.6599,588.484,-127.018,80.4366,32.245,22.2108,2547.37,461.466,326.574,0.181154,0.1282,10.0426
191,BTC,60,2025-05-02 12:37:12.929000+00:00,2025-05-04 00:00:00+00:00,BTC-4MAY25-97000-C,97000,C,2025-05-04 08:00:00+00:00,35.3797,0.737672,96820.9,95836.8,-1.01638,0.3142,0.2492,-0.065,774.294,16.7966,757.497,-597.472,94.1356,31.1458,23.8069,2730.43,160.025,10.9365,0.0586079,0.00400539,10.0466
192,BTC,60,2025-05-09 12:40:51.095000+00:00,2025-05-11 00:00:00+00:00,BTC-11MAY25-103000-P,103000,P,2025-05-11 08:00:00+00:00,35.3191,0.738703,102983,104838,1.80095,0.3577,0.3837,0.026,1049.86,33.3092,1016.55,-673.103,92.4785,35.0587,25.3872,2911.68,343.451,190.527,0.117956,0.0654354,10.112
193,BTC,60,2025-05-16 12:42:00.148000+00:00,2025-05-18 00:00:00+00:00,BTC-18MAY25-104000-C,104000,C,2025-05-18 08:00:00+00:00,35.3,0.739031,103665,103195,-0.453639,0.2275,0.219,-0.0085,513.894,40.5747,473.319,-372.93,101.602,36.1715,25.0902,2877.62,100.389,-62.4747,0.0348863,-0.0217106,10.0903
194,BTC,60,2025-05-23 12:41:44.477000+00:00,2025-05-25 00:00:00+00:00,BTC-25MAY25-108000-P,108000,P,2025-05-25 08:00:00+00:00,35.3043,0.738956,108651,107738,-0.839656,0.4461,0.2878,-0.1583,1065.47,519.521,545.954,-145.464,110.365,64.9167,26.2235,3007.59,400.49,198.985,0.13316,0.0661609,10.1564
195,BTC,60,2025-05-30 12:37:52.581000+00:00,2025-06-01 00:00:00+00:00,BTC-1JUN25-106000-C,106000,C,2025-06-01 08:00:00+00:00,35.3687,0.737859,105840,104551,-1.21824,0.3271,0.287,-0.0401,901.607,21.8547,879.752,-706.279,80.2276,34.4838,26.0544,2988.2,173.473,32.7076,0.0580528,0.0109456,10.1674
196,BTC,60,2025-06-20 12:35:31.982000+00:00,2025-06-22 00:00:00+00:00,BTC-22JUN25-106000-C,106000,C,2025-06-22 08:00:00+00:00,35.4078,0.737195,106017,101917,-3.86764,0.2618,0.6075,0.3457,793.253,11.0516,782.201,-1010.06,67.6606,33.1866,26.1313,2997.02,-227.859,-354.838,-0.0760285,-0.118397,10.049
197,BTC,60,2025-07-04 12:43:02.336000+00:00,2025-07-06 00:00:00+00:00,BTC-6JUL25-109000-C,109000,C,2025-07-06 08:00:00+00:00,35.2827,0.739326,108831,108176,-0.602418,0.1444,0.2375,0.0931,365.335,58.0829,307.252,-369.752,99.6786,39.9097,26.5434,3044.28,-62.4998,-228.631,-0.0205302,-0.0751019,9.97389
198,BTC,60,2025-07-18 12:42:05.076000+00:00,2025-07-20 00:00:00+00:00,BTC-20JUL25-119000-C,119000,C,2025-07-20 08:00:00+00:00,35.2986,0.739054,119491,117898,-1.33296,0.3133,0.2072,-0.1061,1319.87,22.4613,1297.41,-1046.24,122.434,38.6549,28.8937,3313.85,251.17,61.1869,0.0757941,0.018464,9.99235
199,BTC,60,2025-08-01 12:37:32.093000+00:00,2025-08-03 00:00:00+00:00,BTC-3AUG25-115000-P,115000,P,2025-08-03 08:00:00+00:00,35.3744,0.737762,115724,112434,-2.84325,0.3054,0.4053,0.0999,675.667,2584.1,-1908.43,1686.8,107.185,68.4473,27.2666,3127.23,-221.631,-424.53,-0.0708715,-0.135753,9.8566
200,BTC,60,2025-08-08 12:43:25.870000+00:00,2025-08-10 00:00:00+00:00,BTC-10AUG25-117000-C,117000,C,2025-08-10 08:00:00+00:00,35.2761,0.739437,116699,116547,-0.130398,0.1988,0.183,-0.0158,517.437,92.1125,425.325,-345.088,150.879,46.5239,28.3293,3249.12,80.2367,-145.495,0.0246949,-0.0447799,9.81182
201,BTC,60,2025-08-15 12:30:25.091000+00:00,2025-08-17 00:00:00+00:00,BTC-17AUG25-119000-C,119000,C,2025-08-17 08:00:00+00:00,35.493,0.73575,118904,117380,-1.28161,0.2256,0.2548,0.0292,711.688,13.6592,698.029,-679.814,91.4309,37.3786,29.286,3358.83,18.2146,-139.881,0.00542289,-0.0416457,9.77018
202,BTC,60,2025-08-29 12:37:41.196000+00:00,2025-08-31 00:00:00+00:00,BTC-31AUG25-110000-P,110000,P,2025-08-31 08:00:00+00:00,35.3719,0.737805,110610,108650,-1.77158,0.3065,0.2066,-0.0999,681.78,1355.94,-674.156,574.647,99.8473,65.778,26.3245,3019.18,-99.5087,-291.458,-0.0329589,-0.0965357,9.67364
203,BTC,60,2025-09-19 12:37:44.571000+00:00,2025-09-21 00:00:00+00:00,BTC-21SEP25-116000-C,116000,C,2025-09-21 08:00:00+00:00,35.371,0.737821,116316,115701,-0.528821,0.2139,0.1354,-0.0785,872.054,76.1346,795.919,-352.513,90.5363,44.4118,28.1759,3231.52,443.406,280.282,0.137213,0.0867338,9.76037
204,BTC,60,2025-09-26 12:36:04.321000+00:00,2025-09-28 00:00:00+00:00,BTC-28SEP25-109000-P,109000,P,2025-09-28 08:00:00+00:00,35.3988,0.737348,109401,109695,0.268524,0.2792,0.155,-0.1242,676.433,20.6792,655.754,-284.246,82.1744,35.4051,26.4599,3034.71,371.508,227.468,0.122419,0.0749554,9.83533
205,BTC,60,2025-10-24 12:39:26.600000+00:00,2025-10-26 00:00:00+00:00,BTC-26OCT25-111000-P,111000,P,2025-10-26 08:00:00+00:00,35.3426,0.738303,111415,111664,0.223045,0.3325,0.184,-0.1485,850.898,44.86,806.038,-251.768,88.9501,39.0321,27.0711,3104.81,554.269,399.216,0.17852,0.12858,9.96391
206,BTC,60,2025-11-14 12:43:12.636000+00:00,2025-11-16 00:00:00+00:00,BTC-16NOV25-95000-P,95000,P,2025-11-16 08:00:00+00:00,35.2798,0.739375,94750.8,95190.3,0.463822,0.59,0.2666,-0.3234,1710.28,219.894,1490.39,-843.668,96.1157,55.912,23.3376,2676.61,646.721,471.356,0.241619,0.176101,10.14
207,BTC,60,2025-11-21 12:42:55.668000+00:00,2025-11-23 00:00:00+00:00,BTC-23NOV25-81000-P,81000,P,2025-11-23 08:00:00+00:00,35.2845,0.739294,82684.7,84903.1,2.68297,0.8814,0.6897,-0.1917,1306.59,7.15346,1299.43,-878.068,57.189,25.6996,19.0993,2190.52,421.367,319.379,0.192359,0.145801,10.2858
208,BTC,60,2025-11-28 11:15:34.161000+00:00,2025-11-30 00:00:00+00:00,BTC-30NOV25-91000-P,91000,P,2025-11-30 08:00:00+00:00,36.7405,0.715235,91155.6,90882.2,-0.299948,0.268,0.187,-0.081,615.109,269.296,345.813,-392.532,129.67,54.6113,22.361,2564.6,-46.7189,-253.361,-0.0182168,-0.0987916,10.187
209,BTC,60,2025-12-05 11:58:05.911000+00:00,2025-12-07 00:00:00+00:00,BTC-7DEC25-92000-C,92000,C,2025-12-07 08:00:00+00:00,36.0317,0.726749,91404.9,89211.8,-2.39937,0.3137,0.4897,0.176,550.209,9.17312,541.036,-692.058,50.0067,28.5681,21.6625,2484.5,-151.022,-251.259,-0.0607856,-0.101131,10.0859
210,BTC,60,2025-12-19 12:41:38.891000+00:00,2025-12-21 00:00:00+00:00,BTC-21DEC25-88000-C,88000,C,2025-12-21 08:00:00+00:00,35.3059,0.73893,87965.7,88272.8,0.349121,0.415,0.2067,-0.2083,1015.24,382.431,632.808,-160.985,74.4386,52.8715,21.6854,2487.12,471.822,322.827,0.189706,0.129799,10.2157
211,BTC,60,2026-01-02 12:35:37.446000+00:00,2026-01-04 00:00:00+00:00,BTC-4JAN26-89000-P,89000,P,2026-01-04 08:00:00+00:00,35.4063,0.737221,89406.1,91369.7,2.19624,0.3278,0.4329,0.1051,639.486,9.78648,629.699,-483.049,73.4936,28.0452,21.5707,2473.97,146.65,23.5408,0.0592774,0.00951541,10.2252
212,BTC,60,2026-01-16 12:39:03.486000+00:00,2026-01-18 00:00:00+00:00,BTC-18JAN26-96000-C,96000,C,2026-01-18 08:00:00+00:00,35.349,0.738194,95450.9,95106.5,-0.360823,0.2432,0.2299,-0.0133,419.8,27.3929,392.407,-208.495,68.3227,32.0594,22.3263,2560.63,183.912,61.2036,0.071823,0.0239018,10.2491
213,BTC,60,2026-01-30 11:16:57.931000+00:00,2026-02-01 00:00:00+00:00,BTC-1FEB26-82000-P,82000,P,2026-02-01 08:00:00+00:00,36.7172,0.715608,82768,78845.7,-4.73893,0.442,0.762,0.32,690.747,3187.85,-2497.1,1642.67,90.7349,48.4841,19.4271,2228.11,-854.43,-1013.08,-0.383478,-0.45468,9.79442
214,BTC,60,2026-02-06 12:30:05.430000+00:00,2026-02-08 00:00:00+00:00,BTC-8FEB26-66000-P,66000,P,2026-02-08 08:00:00+00:00,35.4985,0.735658,66293.5,69211.5,4.40171,0.8429,0.8599,0.017,1433.78,23.3342,1410.44,-1826.4,65.348,22.8048,16.2544,1864.23,-415.961,-520.368,-0.223127,-0.279133,9.51529
215,BTC,60,2026-02-20 12:41:02.105000+00:00,2026-02-22 00:00:00+00:00,BTC-22FEB26-68000-C,68000,C,2026-02-22 08:00:00+00:00,35.3161,0.738756,67391.2,67919.9,0.78457,0.3882,0.2152,-0.173,477.923,139.152,338.771,-49.7395,72.5082,37.6114,15.8185,1814.24,289.031,163.093,0.159313,0.0898964,9.60519
216,BTC,60,2026-03-13 12:34:41.551000+00:00,2026-03-15 00:00:00+00:00,BTC-15MAR26-72500-C,72500,C,2026-03-15 08:00:00+00:00,35.4218,0.736957,72396.3,71131.5,-1.74707,0.3765,0.36,-0.0165,720.461,12.5849,707.876,-925.445,67.1983,23.292,17.8328,2045.26,-217.569,-325.892,-0.106377,-0.15934,9.44585
217,BTC,60,2026-03-20 12:41:10.425000+00:00,2026-03-22 00:00:00+00:00,BTC-22MAR26-70000-P,70000,P,2026-03-22 08:00:00+00:00,35.3138,0.738795,70319,68681.1,-2.32923,0.4583,0.4295,-0.0288,758.453,1347.38,-588.924,694.706,69.4305,41.7001,17.1249,1964.07,105.782,-22.4738,0.0538585,-0.0114425,9.43441
218,BTC,60,2026-03-27 12:38:38.517000+00:00,2026-03-29 00:00:00+00:00,BTC-29MAR26-67000-C,67000,C,2026-03-29 08:00:00+00:00,35.356,0.738076,66565.5,66340.8,-0.337507,0.4629,0.2772,-0.1857,673.893,32.6232,641.27,-278.333,60.2077,24.0476,16.1406,1851.18,362.936,262.541,0.196057,0.141824,9.57623
219,BTC,60,2026-04-24 12:35:02.230000+00:00,2026-04-26 00:00:00+00:00,BTC-26APR26-78000-P,78000,P,2026-04-26 08:00:00+00:00,35.416,0.737055,78381.7,77867.9,-0.655516,0.2991,0.2106,-0.0885,487.843,270.923,216.92,171.575,59.4937,46.8749,18.7703,2152.78,388.495,263.356,0.180462,0.122333,9.69856
220,BTC,60,2026-05-01 12:33:53.387000+00:00,2026-05-03 00:00:00+00:00,BTC-3MAY26-77500-P,77500,P,2026-05-03 08:00:00+00:00,35.4352,0.73673,77906.2,78826.1,1.18074,0.2354,0.2792,0.0438,339.223,5.43833,333.785,-282.903,62.977,24.0517,18.2369,2091.61,50.8821,-54.3835,0.0243268,-0.0260008,9.67256
