trade_no,asset,rehedge_min,entry_ts,exit_ts,instrument,strike,cp,expiry,hold_hours,wknd_frac,index_in,index_out,index_move_pct,iv_in,iv_out,iv_change,premium_in,premium_out,option_pnl,hedge_pnl,perp_fees,option_fees,spread_cost,vega_usd,gross_usd,net_usd,gross_per_vega,net_per_vega,cum_net_per_vega
15,BTC,60,2018-12-07 12:42:33.563000+00:00,2018-12-09 00:00:00+00:00,BTC-14DEC18-3500-C,3500,C,2018-12-14 08:00:00+00:00,35.2907,0.293954,3362.91,3383.54,0.613394,1.1201,1.2008,0.0807,148.122,146.274,1.84742,-36.7363,2.3655,2.02393,1.57365,180.483,-34.8889,-40.8519,-0.193308,-0.226348,-1.01049
16,BTC,60,2018-12-14 12:41:40.036000+00:00,2018-12-16 00:00:00+00:00,BTC-21DEC18-3250-P,3250,P,2018-12-21 08:00:00+00:00,35.3055,0.293928,3252.75,3185.76,-2.05968,0.9139,0.8389,-0.075,160.72,164.758,-4.03748,31.0987,1.61093,1.93155,1.5444,177.128,27.0612,21.9743,0.152777,0.124059,-0.886433
17,BTC,60,2018-12-28 12:39:13.261000+00:00,2018-12-30 00:00:00+00:00,BTC-4JAN19-3750-C,3750,C,2019-01-04 08:00:00+00:00,35.3463,0.293854,3603.06,3712.46,3.03629,0.8245,0.9945,0.17,102.171,160.694,-58.5229,12.5033,2.13656,2.19466,1.6404,188.139,-46.0197,-51.9913,-0.244604,-0.276344,-1.16278
18,BTC,60,2019-01-25 12:22:27.204000+00:00,2019-01-27 00:00:00+00:00,BTC-1FEB19-3500-P,3500,P,2019-02-01 08:00:00+00:00,35.6258,0.293352,3528.63,3549.96,0.604393,0.6078,0.5892,-0.0186,102.806,77.1333,25.6726,-13.8499,1.46661,2.12358,1.66314,190.747,11.8227,6.56934,0.0619809,0.0344401,-1.12834
19,BTC,60,2019-02-01 12:01:06.212000+00:00,2019-02-03 00:00:00+00:00,BTC-8FEB19-3500-C,3500,C,2019-02-08 08:00:00+00:00,35.9816,0.292716,3417.82,3464.72,1.37235,0.4491,0.4919,0.0428,49.9471,66.151,-16.2039,15.0745,1.29213,2.06476,1.52682,175.112,-1.12945,-6.01316,-0.00644987,-0.0343389,-1.16268
20,BTC,60,2019-02-15 11:50:51.045000+00:00,2019-02-17 00:00:00+00:00,BTC-22FEB19-3625-C,3625,C,2019-02-22 08:00:00+00:00,36.1525,0.292411,3572.59,3585.92,0.373081,0.4549,0.4756,0.0207,65.5779,64.6068,0.971135,2.92334,1.22504,2.14755,1.66571,191.042,3.89447,-1.14384,0.0203854,-0.00598736,-1.16866
21,BTC,60,2019-02-22 12:43:43.304000+00:00,2019-02-24 00:00:00+00:00,BTC-1MAR19-4000-C,4000,C,2019-03-01 08:00:00+00:00,35.2713,0.293989,3940.65,4109.63,4.28811,0.5502,0.5486,-0.0016,91.8808,170.86,-78.9788,81.2305,2.04344,2.41509,1.85138,212.337,2.25173,-4.05818,0.0106045,-0.019112,-1.18778
22,BTC,60,2019-03-01 12:29:14.511000+00:00,2019-03-03 00:00:00+00:00,BTC-8MAR19-3875-C,3875,C,2019-03-08 08:00:00+00:00,35.5126,0.293555,3806.7,3809.59,0.0760847,0.494,0.461,-0.033,72.9603,56.6575,16.3029,-0.146088,1.44267,2.28489,1.76474,202.4,16.1568,10.6645,0.0798262,0.0526903,-1.13509
23,BTC,60,2019-03-22 12:37:46.963000+00:00,2019-03-24 00:00:00+00:00,BTC-29MAR19-4000-P,4000,P,2019-03-29 08:00:00+00:00,35.3703,0.293811,3982,3980.75,-0.0314302,0.3702,0.3946,0.0244,89.9603,85.9408,4.0195,1.34077,1.64982,2.38882,1.89134,216.92,5.36027,-0.569718,0.0247108,-0.0026264,-1.13771
24,BTC,60,2019-03-29 12:43:18.071000+00:00,2019-03-31 00:00:00+00:00,BTC-5APR19-4125-C,4125,C,2019-04-05 08:00:00+00:00,35.2783,0.293977,4072.51,4100.48,0.686654,0.3882,0.4391,0.0509,63.1109,75.3648,-12.254,4.18093,1.91671,2.4519,1.89417,217.244,-8.07303,-14.3358,-0.0371611,-0.0659894,-1.2037
25,BTC,60,2019-04-05 12:43:32.709000+00:00,2019-04-07 00:00:00+00:00,BTC-12APR19-5000-C,5000,C,2019-04-12 08:00:00+00:00,35.2742,0.293984,5025.87,5038.57,0.252786,0.8263,0.761,-0.0653,239.152,204.062,35.0903,-17.449,2.88786,3.01933,2.37955,272.913,17.6413,9.35459,0.0646409,0.0342768,-1.16942
26,BTC,60,2019-04-26 12:07:59.523000+00:00,2019-04-28 00:00:00+00:00,BTC-3MAY19-5125-C,5125,C,2019-05-03 08:00:00+00:00,35.8668,0.292921,5133.18,5161.38,0.549428,0.564,0.4453,-0.1187,161.989,129.574,32.415,11.1952,2.75214,3.08837,2.43879,279.707,43.6102,35.3309,0.155914,0.126314,-1.04311
27,BTC,60,2019-05-03 12:40:37.791000+00:00,2019-05-05 00:00:00+00:00,BTC-10MAY19-5750-C,5750,C,2019-05-10 08:00:00+00:00,35.3228,0.293896,5738.38,5771.65,0.579738,0.6364,0.6109,-0.0255,193.724,180.718,13.0061,2.80038,3.78305,3.45301,2.73055,313.17,15.8065,5.83989,0.0504727,0.0186477,-1.02446
28,BTC,60,2019-05-10 12:19:34.244000+00:00,2019-05-12 00:00:00+00:00,BTC-17MAY19-6250-P,6250,P,2019-05-17 08:00:00+00:00,35.6738,0.293266,6245.31,7248.5,16.0632,0.7055,1.116,0.4105,242.859,62.3759,180.483,-250.389,4.1758,4.04814,2.96995,340.626,-69.9053,-81.0991,-0.205226,-0.238089,-1.26255
29,BTC,60,2019-06-07 12:17:17.934000+00:00,2019-06-09 00:00:00+00:00,BTC-14JUN19-8000-P,8000,P,2019-06-14 08:00:00+00:00,35.7117,0.293198,7920.98,7956.6,0.449672,0.6333,0.6906,0.0573,316.415,287.894,28.5216,-21.2482,4.76488,4.76327,3.76035,431.278,7.27337,-6.01513,0.0168647,-0.0139472,-1.2765
30,BTC,60,2019-06-14 12:43:39.544000+00:00,2019-06-16 00:00:00+00:00,BTC-21JUN19-8500-C,8500,C,2019-06-21 08:00:00+00:00,35.2723,0.293987,8347.58,8856.17,6.09263,0.6367,0.7314,0.0947,222.75,516.44,-293.69,265.852,4.5215,5.16112,3.91977,449.562,-27.8374,-41.4398,-0.0619212,-0.0921782,-1.36868
31,BTC,60,2019-07-12 11:54:45.949000+00:00,2019-07-14 00:00:00+00:00,BTC-19JUL19-12000-C,12000,C,2019-07-19 08:00:00+00:00,36.0872,0.292527,11719.7,11394.3,-2.77639,1.0071,1.102,0.0949,520.86,364.609,156.252,-192.561,6.6439,6.93421,5.54857,636.371,-36.3088,-55.4354,-0.057056,-0.0871118,-1.45579
32,BTC,60,2019-07-19 12:32:04.514000+00:00,2019-07-21 00:00:00+00:00,BTC-26JUL19-10000-P,10000,P,2019-07-26 08:00:00+00:00,35.4654,0.29364,10499.2,10713.3,2.03888,1.3318,1.3349,0.00310013,520.839,368.984,151.855,-90.3871,3.83836,6.36374,4.68606,537.449,61.4676,46.5795,0.114369,0.0866678,-1.36912
33,BTC,60,2019-08-02 12:22:51.262000+00:00,2019-08-04 00:00:00+00:00,BTC-9AUG19-10500-C,10500,C,2019-08-09 08:00:00+00:00,35.6191,0.293364,10522.5,10894.8,3.53794,0.9401,0.9356,-0.00450005,550.373,705.243,-154.87,165.242,5.26547,6.42521,4.99169,572.501,10.3727,-6.30966,0.0181182,-0.0110212,-1.38014
34,BTC,60,2019-08-09 12:43:21.007000+00:00,2019-08-11 00:00:00+00:00,BTC-16AUG19-12000-C,12000,C,2019-08-16 08:00:00+00:00,35.2775,0.293978,11779.5,11339.3,-3.73727,0.9709,0.8998,-0.0710999,525.54,242.772,282.767,-225.354,5.30823,6.93564,5.59134,641.276,57.4131,39.5779,0.0895294,0.0617174,-1.31842
35,BTC,60,2019-09-06 12:42:57.909000+00:00,2019-09-08 00:00:00+00:00,BTC-13SEP19-11000-C,11000,C,2019-09-13 08:00:00+00:00,35.2839,0.293966,10918.3,10530.6,-3.55122,0.7362,0.7312,-0.005,400.592,190.014,210.578,-196.166,5.29525,6.43468,5.19501,595.821,14.4127,-2.51227,0.0241896,-0.00421649,-1.32264
36,BTC,60,2019-09-13 12:02:54.263000+00:00,2019-09-15 00:00:00+00:00,BTC-20SEP19-10500-C,10500,C,2019-09-20 08:00:00+00:00,35.9516,0.292769,10358.1,10387.9,0.287321,0.6021,0.5558,-0.0463,276.397,227.392,49.0053,7.8254,4.28145,6.22382,4.89214,561.084,56.8307,41.4333,0.101287,0.073845,-1.2488
37,BTC,60,2019-09-20 12:06:20.115000+00:00,2019-09-22 00:00:00+00:00,BTC-27SEP19-10250-C,10250,C,2019-09-27 08:00:00+00:00,35.8944,0.292871,10204.3,9983.74,-2.16132,0.58,0.6038,0.0238,301.362,180.32,121.042,-90.9014,4.20152,6.05641,4.85594,556.933,30.141,15.0271,0.0541196,0.0269819,-1.22181
38,BTC,60,2019-10-04 12:40:47.998000+00:00,2019-10-06 00:00:00+00:00,BTC-11OCT19-8250-P,8250,P,2019-10-11 08:00:00+00:00,35.32,0.293902,8137.74,8134.36,-0.0416368,0.6341,0.6471,0.013,343.178,317.549,25.6292,-21.6202,3.78332,4.88163,3.84775,441.302,4.009,-8.5037,0.00908447,-0.0192696,-1.24108
39,BTC,60,2019-10-11 12:42:01.391000+00:00,2019-10-13 00:00:00+00:00,BTC-18OCT19-8250-P,8250,P,2019-10-18 08:00:00+00:00,35.2996,0.293938,8349.98,8314.03,-0.430605,0.5933,0.5769,-0.0164,221.687,199.761,21.9259,21.0128,3.08162,4.9992,3.90374,447.724,42.9386,30.9541,0.0959043,0.0691365,-1.17195
40,BTC,60,2019-10-18 12:41:10.178000+00:00,2019-10-20 00:00:00+00:00,BTC-25OCT19-8000-C,8000,C,2019-10-25 08:00:00+00:00,35.3138,0.293913,7950.63,7953.69,0.0384624,0.549,0.473,-0.076,215.07,159.707,55.3632,7.54357,3.56589,4.77129,3.78021,433.555,62.9067,50.7893,0.145095,0.117146,-1.0548
41,BTC,60,2019-11-01 12:34:25.960000+00:00,2019-11-03 00:00:00+00:00,BTC-8NOV19-9250-C,9250,C,2019-11-08 08:00:00+00:00,35.4261,0.293711,9185.01,9335.2,1.63516,0.5841,0.5647,-0.0194,262.456,297.886,-35.4295,72.0486,4.25203,5.55606,4.36641,500.788,36.6191,22.4445,0.0731229,0.0448185,-1.00998
42,BTC,60,2019-11-22 12:44:58.089000+00:00,2019-11-24 00:00:00+00:00,BTC-29NOV19-7250-P,7250,P,2019-11-29 08:00:00+00:00,35.2505,0.294027,7125.17,7327.9,2.84515,0.9819,0.5641,-0.4178,450.569,161.724,288.845,-132.616,4.18487,4.33592,3.38461,388.185,156.229,144.324,0.40246,0.371791,-0.638191
43,BTC,60,2019-11-29 12:32:49.974000+00:00,2019-12-01 00:00:00+00:00,BTC-6DEC19-7500-C,7500,C,2019-12-06 08:00:00+00:00,35.4528,0.293663,7584.27,7516.83,-0.889319,0.5438,0.5717,0.0279,268.483,215.485,52.9978,-33.3055,4.66678,4.53033,3.54683,406.79,19.6923,6.94834,0.048409,0.0170809,-0.62111
44,BTC,60,2019-12-13 12:44:39.302000+00:00,2019-12-15 00:00:00+00:00,BTC-20DEC19-7250-C,7250,C,2019-12-20 08:00:00+00:00,35.2557,0.294017,7220.28,7039.49,-2.50389,0.4717,0.4599,-0.0118,171.776,74.9238,96.8526,-72.8602,3.52812,4.27793,3.43472,393.931,23.9924,12.7516,0.060905,0.0323701,-0.58874
45,BTC,60,2019-12-20 12:37:56.907000+00:00,2019-12-22 00:00:00+00:00,BTC-27DEC19-7250-P,7250,P,2019-12-27 08:00:00+00:00,35.3675,0.293816,7158.7,7142,-0.233288,0.5407,0.5058,-0.0349,261.347,234.757,26.5896,11.1259,2.89382,4.29021,3.3765,387.254,37.7156,27.155,0.0973923,0.070122,-0.518618
46,BTC,60,2019-12-27 12:43:46.910000+00:00,2019-12-29 00:00:00+00:00,BTC-3JAN20-7250-C,7250,C,2020-01-03 08:00:00+00:00,35.2703,0.293991,7113.8,7300.7,2.62734,0.509,0.4573,-0.0517,138.752,187.047,-48.2955,81.6427,3.14562,4.32435,3.29159,377.515,33.3472,22.5856,0.0883333,0.0598271,-0.458791
47,BTC,60,2020-01-03 12:27:19.735000+00:00,2020-01-05 00:00:00+00:00,BTC-10JAN20-7500-C,7500,C,2020-01-10 08:00:00+00:00,35.5445,0.293498,7341.46,7376.36,0.475282,0.4705,0.4391,-0.0314,121.677,103.323,18.3539,-0.137389,3.69431,4.41535,3.34065,383.143,18.2165,6.76623,0.047545,0.0176598,-0.441131
48,BTC,60,2020-01-10 12:44:52.238000+00:00,2020-01-12 00:00:00+00:00,BTC-17JAN20-7750-P,7750,P,2020-01-17 08:00:00+00:00,35.2522,0.294024,7877.72,8007.09,1.64229,0.4943,0.5713,0.077,153.056,112.246,40.8103,-89.1252,5.60825,4.76544,3.60969,413.999,-48.3149,-62.2983,-0.116703,-0.150479,-0.591611
49,BTC,60,2020-01-17 12:43:14.790000+00:00,2020-01-19 00:00:00+00:00,BTC-24JAN20-9000-C,9000,C,2020-01-24 08:00:00+00:00,35.2792,0.293975,8869.03,8917.35,0.544874,0.604,0.5835,-0.0205,233.618,212.862,20.7562,18.0469,4.26359,5.33591,4.18222,479.663,38.8031,25.0214,0.0808966,0.0521645,-0.539446
50,BTC,60,2020-01-24 12:43:51.995000+00:00,2020-01-26 00:00:00+00:00,BTC-31JAN20-8500-C,8500,C,2020-01-31 08:00:00+00:00,35.2689,0.293994,8421.73,8324.57,-1.15371,0.4618,0.4414,-0.0204,176.392,104.83,71.5615,-48.4965,4.30325,5.02389,3.9819,456.688,23.065,9.75597,0.050505,0.0213624,-0.518084
51,BTC,60,2020-01-31 12:43:42.923000+00:00,2020-02-02 00:00:00+00:00,BTC-7FEB20-9250-C,9250,C,2020-02-07 08:00:00+00:00,35.2714,0.293989,9280.91,9384.56,1.11675,0.5295,0.4978,-0.0317,283.482,297.322,-13.8399,54.5989,4.49112,5.59964,4.40222,504.895,40.759,26.266,0.0807277,0.0520227,-0.466061
52,BTC,60,2020-02-07 12:44:19.360000+00:00,2020-02-09 00:00:00+00:00,BTC-9FEB20-9625-P,9625,P,2020-02-09 08:00:00+00:00,35.2613,0.739691,9733.9,9895.52,1.66035,0.4412,0.6078,0.1666,74.0214,5.14553,68.8759,-47.7799,6.21849,3.56336,2.23631,256.485,21.0959,9.07778,0.0822503,0.035393,-0.430668
53,BTC,60,2020-02-28 12:42:55.363000+00:00,2020-03-01 00:00:00+00:00,BTC-1MAR20-8625-C,8625,C,2020-03-01 08:00:00+00:00,35.2846,0.739293,8508.49,8536.02,0.323506,0.6408,0.5786,-0.0622,103.849,25.5901,78.259,-20.4341,8.34007,5.11335,2.01871,231.528,57.8249,42.3528,0.249753,0.182927,-0.247741
54,BTC,60,2020-03-06 12:26:54.197000+00:00,2020-03-08 00:00:00+00:00,BTC-8MAR20-9125-C,9125,C,2020-03-08 08:00:00+00:00,35.5516,0.73476,9121.51,8873.67,-2.71712,0.3992,0.6058,0.2066,101.235,4.55291,96.6821,-112.649,9.85342,3.30557,2.24865,257.9,-15.9674,-31.375,-0.0619131,-0.121656,-0.369397
55,BTC,60,2020-03-13 12:03:01.980000+00:00,2020-03-15 00:00:00+00:00,BTC-15MAR20-5750-C,5750,C,2020-03-15 08:00:00+00:00,35.9494,0.728109,5439.49,5145.88,-5.39765,1.9801,1.8389,-0.1412,181.835,2.58319,179.252,-182.734,6.07845,1.95474,1.27179,145.863,-3.48149,-12.7865,-0.0238682,-0.0876607,-0.457057
56,BTC,60,2020-03-27 12:21:09.597000+00:00,2020-03-29 00:00:00+00:00,BTC-29MAR20-6625-C,6625,C,2020-03-29 08:00:00+00:00,35.6473,0.733149,6661.35,6278.36,-5.74936,0.8405,1.2851,0.4446,176.684,9.51496,167.169,-225.835,5.1394,3.18777,1.63006,186.954,-58.6668,-68.624,-0.313804,-0.367064,-0.824122
57,BTC,60,2020-04-03 12:34:08.859000+00:00,2020-04-05 00:00:00+00:00,BTC-5APR20-7000-C,7000,C,2020-04-05 08:00:00+00:00,35.4309,0.736803,6995.67,6885.91,-1.56897,0.9542,0.9768,0.0226,186.599,37.0639,149.535,-103.807,5.87068,4.16447,1.72406,197.734,45.7288,33.9695,0.231264,0.171794,-0.652328
58,BTC,60,2020-04-10 12:11:41.167000+00:00,2020-04-12 00:00:00+00:00,BTC-12APR20-7000-C,7000,C,2020-04-12 08:00:00+00:00,35.8052,0.730506,6928.03,6902.07,-0.374708,0.6978,0.6811,-0.0167,104.385,20.9828,83.4023,-43.5608,5.79584,4.14903,1.67917,192.585,39.8415,28.2175,0.206877,0.146519,-0.505808
59,BTC,60,2020-04-17 11:30:13.942000+00:00,2020-04-19 00:00:00+00:00,BTC-19APR20-7000-P,7000,P,2020-04-19 08:00:00+00:00,36.4961,0.719164,7081.09,7258.05,2.49897,0.6013,0.9678,0.3665,83.4855,10.8172,72.6683,-60.851,5.425,3.47648,1.67299,191.876,11.8173,1.24285,0.0615882,0.00647737,-0.499331
60,BTC,60,2020-04-24 12:01:21.263000+00:00,2020-04-26 00:00:00+00:00,BTC-26APR20-7375-P,7375,P,2020-04-26 08:00:00+00:00,35.9774,0.727646,7467.67,7530.8,0.845379,0.548,0.5687,0.0207,74.5357,6.94675,67.589,-27.9163,4.39668,3.10864,1.737,199.218,39.6727,30.4303,0.199142,0.152749,-0.346582
61,BTC,60,2020-05-01 12:42:08.231000+00:00,2020-05-03 00:00:00+00:00,BTC-3MAY20-8875-P,8875,P,2020-05-03 08:00:00+00:00,35.2977,0.739069,8853.42,8997.91,1.63207,0.7944,0.7438,-0.0506001,210.046,33.2273,176.819,-86.2337,7.4732,5.3554,2.18231,250.291,90.5851,75.5742,0.361919,0.301945,-0.0446369
62,BTC,60,2020-05-15 12:24:38.261000+00:00,2020-05-17 00:00:00+00:00,BTC-17MAY20-9500-C,9500,C,2020-05-17 08:00:00+00:00,35.5894,0.734124,9548.25,9386.76,-1.69133,0.6899,0.4557,-0.2342,210.881,13.7741,197.106,-159.227,11.4218,4.58624,2.33463,267.761,37.8791,19.5364,0.141466,0.0729622,0.0283253
63,BTC,60,2020-05-22 11:49:58.845000+00:00,2020-05-24 00:00:00+00:00,BTC-24MAY20-9125-P,9125,P,2020-05-24 08:00:00+00:00,36.167,0.724523,9151.43,9154.31,0.0313961,0.6316,0.6389,0.0073,150.298,56.7127,93.585,-34.7581,8.1318,5.49172,2.24751,257.768,58.8269,42.9559,0.228216,0.166645,0.194971
64,BTC,60,2020-05-29 12:42:08.225000+00:00,2020-05-31 00:00:00+00:00,BTC-31MAY20-9500-P,9500,P,2020-05-31 08:00:00+00:00,35.2977,0.739069,9440.48,9697.75,2.72519,0.6285,0.8653,0.2368,199.707,30.8205,168.887,-212.032,10.9398,5.74147,2.31091,265.04,-43.1456,-62.1378,-0.162789,-0.234447,-0.0394761
65,BTC,60,2020-06-12 12:39:56.557000+00:00,2020-06-14 00:00:00+00:00,BTC-14JUN20-9500-C,9500,C,2020-06-14 08:00:00+00:00,35.3343,0.738445,9453.86,9469.85,0.169164,0.4709,0.4087,-0.0622,104.439,33.198,71.2412,-15.7297,7.62433,5.67711,2.31121,265.074,55.5115,39.8989,0.209419,0.150519,0.111043
66,BTC,60,2020-06-19 12:39:38.035000+00:00,2020-06-21 00:00:00+00:00,BTC-21JUN20-9500-C,9500,C,2020-06-21 08:00:00+00:00,35.3394,0.738358,9395.2,9353.82,-0.440428,0.4148,0.491,0.0762,66.1928,10.687,55.5058,-32.2917,5.46778,4.15444,2.16873,248.734,23.2141,11.4232,0.0933291,0.0459252,0.156969
67,BTC,60,2020-07-17 12:39:10.571000+00:00,2020-07-19 00:00:00+00:00,BTC-19JUL20-9125-C,9125,C,2020-07-19 08:00:00+00:00,35.3471,0.738228,9159.34,9183.71,0.266158,0.3193,0.2268,-0.0925,100.834,64.6129,36.2214,4.73001,5.56743,5.50292,2.22277,254.931,40.9514,27.6583,0.160637,0.108493,0.265462
68,BTC,60,2020-07-24 12:35:56.115000+00:00,2020-07-26 00:00:00+00:00,BTC-26JUL20-9500-P,9500,P,2020-07-26 08:00:00+00:00,35.4011,0.737309,9529.12,9713.93,1.93945,0.2645,0.509,0.2445,57.5385,4.87275,52.6657,-53.645,8.32641,3.46783,2.31438,265.439,-0.979298,-15.0879,-0.00368935,-0.0568414,0.20862
69,BTC,60,2020-08-07 12:37:28.015000+00:00,2020-08-09 00:00:00+00:00,BTC-9AUG20-11750-P,11750,P,2020-08-09 08:00:00+00:00,35.3756,0.737743,11736.7,11799.8,0.537853,0.4624,0.4891,0.0267,160.254,47.3358,112.918,-104.101,15.0991,7.06097,2.89288,331.787,8.81714,-16.2358,0.0265747,-0.0489344,0.159686
70,BTC,60,2020-09-25 12:39:53.695000+00:00,2020-09-27 00:00:00+00:00,BTC-27SEP20-10625-P,10625,P,2020-09-27 08:00:00+00:00,35.3351,0.738432,10604.6,10759.4,1.45952,0.321,0.4281,0.1071,106.861,12.1585,94.7024,-73.1659,9.57966,4.7012,2.60733,299.037,21.5366,4.64838,0.0720198,0.0155445,0.17523
71,BTC,60,2020-11-13 12:42:37.641000+00:00,2020-11-15 00:00:00+00:00,BTC-15NOV20-16125-P,16125,P,2020-11-15 08:00:00+00:00,35.2895,0.739209,16312.6,16158.2,-0.946682,0.446,0.4749,0.0289,124.257,76.78,47.4768,23.212,18.0881,9.74123,3.73884,428.811,70.6888,39.1207,0.164849,0.0912306,0.266461
72,BTC,60,2020-12-04 12:44:09.331000+00:00,2020-12-06 00:00:00+00:00,BTC-6DEC20-19000-P,19000,P,2020-12-06 08:00:00+00:00,35.2641,0.739644,18996.7,19206.3,1.1032,0.6577,0.6556,-0.00209999,354.911,69.7375,285.173,-165.874,17.3146,11.4609,4.6822,537.006,119.299,85.8413,0.222156,0.159852,0.426313
