entry_ts,exit_ts,instrument,cp,strike,expiry,hold_hours,wknd_frac,closed_frac,iv_in,iv_out,iv_change,index_in,index_out,index_move_pct,premium_in,premium_out,option_pnl,hedge_pnl,perp_fees,vega_usd,gross_usd,net_usd,gross_per_vega,net_per_vega
2020-11-06 12:32:59.072000+00:00,2020-11-08 00:00:00+00:00,ETH-8NOV20-450-C,C,450,2020-11-08 08:00:00+00:00,35.4503,0.736474,0.805519,0.851,1.0058,0.1548,441.847,438.432,-0.772985,7.14035,1.46647,5.67388,-12.3312,0.414223,12.0358,-6.65729,-7.49816,-0.553126,-0.62299
2020-11-13 12:41:30.500000+00:00,2020-11-15 00:00:00+00:00,ETH-20NOV20-460-C,C,460,2020-11-20 08:00:00+00:00,35.3082,0.293923,0.312293,0.5363,0.5229,-0.0134,468.468,463.199,-1.12466,18.2384,13.3073,4.9311,-4.61007,0.210827,24.5521,0.321034,-0.500905,0.0130756,-0.0204017
2020-11-20 12:15:30.422000+00:00,2020-11-22 00:00:00+00:00,ETH-22NOV20-500-C,C,500,2020-11-22 08:00:00+00:00,35.7415,0.73157,0.800155,1.1512,2.8793,1.7281,506.274,561.162,10.8416,19.6997,63.1446,-43.4449,34.6457,0.306233,14.0484,-8.79916,-9.61537,-0.626344,-0.684444
2020-12-11 11:19:05.759000+00:00,2020-12-13 00:00:00+00:00,ETH-13DEC20-540-C,C,540,2020-12-13 08:00:00+00:00,36.6817,0.716176,0.783318,0.8082,1.4242,0.616,540.155,569.28,5.39196,12.4172,30.5464,-18.1292,19.0854,0.319054,15.2636,0.956213,0.0981711,0.0626466,0.00643171
2020-12-18 12:34:13.140000+00:00,2020-12-20 00:00:00+00:00,ETH-20DEC20-650-P,P,650,2020-12-20 08:00:00+00:00,35.4297,0.736823,0.8059,0.8016,1.052,0.2504,650.326,649.61,-0.11005,14.571,8.43733,6.1337,-5.24406,0.380363,18.3745,0.889636,-0.128881,0.048417,-0.00701416
2021-01-08 12:39:52.938000+00:00,2021-01-10 00:00:00+00:00,ETH-10JAN21-1300-C,C,1300,2021-01-10 08:00:00+00:00,35.3353,0.738428,0.807656,2.084,2.1334,0.0494,1258.71,1294.82,2.86926,56.4561,30.8392,25.6169,-6.54954,0.717395,35.2178,19.0673,17.1082,0.541411,0.485783
2021-02-05 12:43:00.052000+00:00,2021-02-07 00:00:00+00:00,ETH-7FEB21-1700-C,C,1700,2021-02-07 08:00:00+00:00,35.2833,0.739315,0.808626,1.0989,1.2101,0.1112,1671.87,1681.9,0.600311,39.4996,16.6686,22.831,-9.32157,1.01851,46.5492,13.5094,10.8561,0.290219,0.233217
2021-02-12 11:25:24.194000+00:00,2021-02-14 00:00:00+00:00,ETH-14FEB21-1820-C,C,1820,2021-02-14 08:00:00+00:00,36.5766,0.717865,0.785165,1.0358,0.8271,-0.2087,1787.51,1819.84,1.80862,38.1486,18.0659,20.0826,-4.52095,1.22025,49.4511,15.5617,12.5913,0.314688,0.254622
2021-02-19 12:35:02.283000+00:00,2021-02-21 00:00:00+00:00,ETH-21FEB21-1980-C,C,1980,2021-02-21 08:00:00+00:00,35.416,0.737055,0.806154,0.9909,1.262,0.2711,1942.02,1926.57,-0.795535,38.0141,10.3333,27.6807,-50.7612,1.56288,53.3407,-23.0805,-26.5244,-0.432699,-0.497263
2021-03-19 12:34:08.152000+00:00,2021-03-21 00:00:00+00:00,ETH-21MAR21-1820-C,C,1820,2021-03-21 08:00:00+00:00,35.4311,0.7368,0.8289,0.7516,0.8109,0.0592999,1824.33,1813.81,-0.57625,40.9197,14.8405,26.0792,-21.3795,1.24032,51.45,4.69964,1.67297,0.0913438,0.0325164
2021-04-02 12:03:19.184000+00:00,2021-04-04 00:00:00+00:00,ETH-4APR21-2000-P,P,2000,2021-04-04 08:00:00+00:00,35.9447,0.728188,0.819212,0.7686,0.8135,0.0449,2013.81,1987.02,-1.33021,37.0495,26.7213,10.3282,-35.6611,1.57252,56.2707,-25.3329,-28.8657,-0.450197,-0.512979
2021-04-16 12:28:28.505000+00:00,2021-04-18 00:00:00+00:00,ETH-18APR21-2400-P,P,2400,2021-04-18 08:00:00+00:00,35.5254,0.735203,0.827103,0.6646,1.245,0.5804,2394.14,2293.98,-4.18343,48.0305,110.963,-62.9326,15.1655,2.27631,67.6642,-47.7672,-52.3638,-0.705945,-0.773878
2021-05-14 12:29:38.197000+00:00,2021-05-16 00:00:00+00:00,ETH-16MAY21-3950-C,C,3950,2021-05-16 08:00:00+00:00,35.5061,0.73553,0.827471,0.9885,1.6209,0.6324,3976.32,3667.07,-7.77738,124.399,5.25019,119.148,-139.521,3.16008,111.482,-20.3727,-26.8876,-0.182743,-0.241183
2021-05-21 12:31:13.651000+00:00,2021-05-23 00:00:00+00:00,ETH-23MAY21-2600-P,P,2600,2021-05-23 08:00:00+00:00,35.4795,0.735978,0.827976,1.7873,2.3827,0.5954,2676.95,2305.84,-13.8629,98.2807,297.643,-199.363,199.167,1.81925,72.495,-0.195904,-4.48914,-0.00270231,-0.0619234
2021-06-18 12:44:08.694000+00:00,2021-06-20 00:00:00+00:00,ETH-20JUN21-2300-C,C,2300,2021-06-20 08:00:00+00:00,35.2643,0.739641,0.832096,0.9496,1.1208,0.1712,2272.46,2164.82,-4.73671,48.5794,1.11074,47.4686,-42.8376,1.56899,63.5757,4.63101,1.38276,0.0728425,0.0217498
2021-06-25 12:28:57.837000+00:00,2021-06-27 00:00:00+00:00,ETH-27JUN21-1900-C,C,1900,2021-06-27 08:00:00+00:00,35.5173,0.73534,0.827258,1.0983,1.4032,0.3049,1868.66,1814.18,-2.91524,44.1574,5.50929,38.6481,-59.6284,1.32197,52.0331,-20.9803,-24.1099,-0.40321,-0.463357
2021-07-09 12:39:23.827000+00:00,2021-07-11 00:00:00+00:00,ETH-11JUL21-2100-P,P,2100,2021-07-11 08:00:00+00:00,35.3434,0.73829,0.830577,0.8933,0.952,0.0587,2073.62,2111.42,1.82257,66.9334,18.8872,48.0462,-53.2819,1.93837,57.8076,-5.23564,-9.2103,-0.0905702,-0.159327
2021-07-23 11:54:19.294000+00:00,2021-07-25 00:00:00+00:00,ETH-25JUL21-2050-P,P,2050,2021-07-25 08:00:00+00:00,36.0946,0.725712,0.816426,0.7849,1.0947,0.3098,2057.22,2176.64,5.80502,42.048,0.967718,41.0803,-51.8789,1.23255,57.925,-10.7986,-13.5516,-0.186423,-0.233951
2021-08-13 12:44:48.805000+00:00,2021-08-15 00:00:00+00:00,ETH-15AUG21-3250-P,P,3250,2021-08-15 08:00:00+00:00,35.2531,0.739831,0.83231,0.9609,0.8757,-0.0852,3243.67,3282.54,1.19846,91.3951,20.6259,70.7693,-30.8436,2.08593,91.7096,39.9257,34.6432,0.435349,0.377749
2021-08-27 12:13:54.904000+00:00,2021-08-29 00:00:00+00:00,ETH-29AUG21-3150-P,P,3150,2021-08-29 08:00:00+00:00,35.7681,0.731126,0.822517,0.774,0.8181,0.0441,3161.98,3243.21,2.56886,63.2306,4.6225,58.6081,-41.2046,1.48867,88.9848,17.4035,13.1866,0.195579,0.148189
2021-09-03 12:43:36.469000+00:00,2021-09-05 00:00:00+00:00,ETH-5SEP21-3950-C,C,3950,2021-09-05 08:00:00+00:00,35.2732,0.739488,0.831924,0.8712,0.7429,-0.1283,3957.64,3898.53,-1.49351,101.245,15.2456,85.9989,-38.2582,2.09214,111.682,47.7408,41.7834,0.427472,0.37413
2021-09-10 12:09:15.949000+00:00,2021-09-12 00:00:00+00:00,ETH-12SEP21-3450-C,C,3450,2021-09-12 08:00:00+00:00,35.8456,0.729834,0.821064,0.8432,1.0598,0.2166,3398.48,3249.39,-4.38696,58.435,1.27911,57.1559,-61.2591,1.68812,93.7509,-4.10316,-8.23695,-0.0437666,-0.08786
2021-09-17 12:21:25.506000+00:00,2021-09-19 00:00:00+00:00,ETH-19SEP21-3450-C,C,3450,2021-09-19 08:00:00+00:00,35.6429,0.733223,0.824876,0.8536,0.7845,-0.0691,3434.72,3427.82,-0.200756,75.65,22.6318,53.0182,-35.7901,2.83772,97.0223,17.2281,11.0212,0.177568,0.113594
2021-10-08 12:38:27.332000+00:00,2021-10-10 00:00:00+00:00,ETH-10OCT21-3600-C,C,3600,2021-10-10 08:00:00+00:00,35.3591,0.738023,0.830276,0.8058,0.6972,-0.1086,3617.18,3575.57,-1.15032,91.0806,19.5041,71.5765,-28.409,1.77697,101.633,43.1675,37.86,0.42474,0.372518
2021-10-22 12:23:07.279000+00:00,2021-10-24 00:00:00+00:00,ETH-24OCT21-4150-P,P,4150,2021-10-24 08:00:00+00:00,35.6146,0.733699,0.825411,0.776,0.696,-0.08,4124.93,4178.81,1.30611,103.852,22.4127,81.4393,-83.4082,3.34853,116.23,-1.96892,-9.37842,-0.01694,-0.0806888
2021-11-05 12:44:58.625000+00:00,2021-11-07 00:00:00+00:00,ETH-7NOV21-4550-C,C,4550,2021-11-07 08:00:00+00:00,35.2504,0.739878,0.832363,0.64,0.5838,-0.0562,4487.77,4521.34,0.748091,54.3883,19.6206,34.7677,-21.2334,2.3694,121.977,13.5343,6.81473,0.110958,0.0558689
2021-11-26 12:42:26.569000+00:00,2021-11-28 00:00:00+00:00,ETH-28NOV21-4100-C,C,4100,2021-11-28 08:00:00+00:00,35.2926,0.739156,0.808452,0.9394,0.6878,-0.2516,4026.89,4088.86,1.53892,75.2658,28.6703,46.5955,7.99493,2.03536,110.703,54.5905,48.6252,0.493125,0.43924
2021-12-10 12:36:22.218000+00:00,2021-12-12 00:00:00+00:00,ETH-12DEC21-4200-C,C,4200,2021-12-12 08:00:00+00:00,35.3938,0.737432,0.806566,0.8754,0.8019,-0.0735,4158.94,4080.88,-1.87691,84.192,5.77651,78.4155,-80.5204,2.57076,116.64,-2.10485,-8.22074,-0.0180457,-0.0704799
2021-12-31 12:41:22.134000+00:00,2022-01-02 00:00:00+00:00,ETH-2JAN22-3800-C,C,3800,2022-01-02 08:00:00+00:00,35.3105,0.738851,0.808118,0.6495,0.477,-0.1725,3797.36,3768.12,-0.769858,68.4388,9.43597,59.0029,-41.6105,2.13688,107.362,17.3924,11.5358,0.161997,0.107447
2022-01-07 12:37:16.840000+00:00,2022-01-09 00:00:00+00:00,ETH-9JAN22-3200-C,C,3200,2022-01-09 08:00:00+00:00,35.3787,0.73769,0.806848,0.7177,0.8135,0.0958,3251.31,3071.4,-5.53373,94.2798,1.52113,92.7587,-96.0348,2.30035,86.8175,-3.27614,-7.91462,-0.0377359,-0.0911638
2022-03-25 12:44:33.308000+00:00,2022-03-27 00:00:00+00:00,ETH-27MAR22-3200-C,C,3200,2022-03-27 08:00:00+00:00,35.2574,0.739758,0.832227,0.6233,0.4269,-0.1964,3193.94,3144.14,-1.55908,53.3558,1.61978,51.736,-35.1412,1.69506,90.2851,16.5948,12.5196,0.183804,0.138668
2022-04-08 12:25:33.699000+00:00,2022-04-10 00:00:00+00:00,ETH-10APR22-3300-C,C,3300,2022-04-10 08:00:00+00:00,35.574,0.734383,0.826181,0.4686,0.4455,-0.0231,3264.37,3253.2,-0.342169,27.9729,3.26872,24.7042,-16.5592,1.44725,87.96,8.14496,4.12178,0.0925984,0.0468597
2022-04-15 12:43:40.253000+00:00,2022-04-17 00:00:00+00:00,ETH-17APR22-3000-P,P,3000,2022-04-17 08:00:00+00:00,35.2722,0.739506,0.831944,0.4327,0.4682,0.0355,3024.96,3061.05,1.1931,25.7119,1.4917,24.2202,-12.7296,1.45319,82.112,11.4905,7.83434,0.139937,0.0954104
2022-05-06 12:42:47.994000+00:00,2022-05-08 00:00:00+00:00,ETH-8MAY22-2700-P,P,2700,2022-05-08 08:00:00+00:00,35.2867,0.739258,0.831665,0.5929,0.5864,-0.00650002,2709.01,2647.62,-2.26628,40.9691,55.5953,-14.6262,41.0443,1.58275,76.2096,26.4181,22.199,0.34665,0.291289
2022-05-13 12:44:57.563000+00:00,2022-05-15 00:00:00+00:00,ETH-15MAY22-2100-C,C,2100,2022-05-15 08:00:00+00:00,35.2507,0.739873,0.832357,0.983,0.8147,-0.1683,2108.03,2053.84,-2.57043,62.5676,5.10963,57.4579,-43.9248,1.1531,59.3632,13.5331,10.3297,0.227972,0.174009
2022-05-27 12:41:45.508000+00:00,2022-05-29 00:00:00+00:00,ETH-29MAY22-1800-P,P,1800,2022-05-29 08:00:00+00:00,35.304,0.738961,0.831331,0.8281,0.4586,-0.3695,1816.07,1789.38,-1.4701,34.7738,16.1259,18.6479,2.01478,0.854328,50.5146,20.6627,18.0445,0.409044,0.357213
2022-06-24 12:43:21.130000+00:00,2022-06-26 00:00:00+00:00,ETH-26JUN22-1200-P,P,1200,2022-06-26 08:00:00+00:00,35.2775,0.739415,0.831842,0.8899,0.7676,-0.1223,1215.5,1235.11,1.61294,23.2596,1.44939,21.8102,-19.3325,0.889319,33.4306,2.47776,0.591085,0.0741164,0.0176809
2022-07-01 12:31:56.929000+00:00,2022-07-03 00:00:00+00:00,ETH-3JUL22-1050-P,P,1050,2022-07-03 08:00:00+00:00,35.4675,0.736182,0.828205,1.0219,0.8013,-0.2206,1050.72,1065.43,1.39926,29.9812,4.30391,25.6773,-10.5023,0.605619,29.6769,15.175,13.5337,0.51134,0.456035
2022-07-08 12:30:01.787000+00:00,2022-07-10 00:00:00+00:00,ETH-10JUL22-1200-P,P,1200,2022-07-10 08:00:00+00:00,35.4995,0.735641,0.827596,0.8909,0.5095,-0.3814,1225.2,1217.07,-0.663585,19.5775,1.80966,17.7678,-6.4442,0.609993,32.4588,11.3236,9.68144,0.348861,0.298268
2022-07-22 12:40:34.170000+00:00,2022-07-24 00:00:00+00:00,ETH-24JUL22-1650-P,P,1650,2022-07-24 08:00:00+00:00,35.3238,0.738623,0.830951,1.0927,0.632,-0.4607,1630.5,1567.12,-3.88674,61.0101,82.9097,-21.8996,17.2036,1.06274,45.7974,-4.69598,-7.33656,-0.102538,-0.160196
2022-07-29 12:44:59.996000+00:00,2022-07-31 00:00:00+00:00,ETH-31JUL22-1700-P,P,1700,2022-07-31 08:00:00+00:00,35.25,0.739884,0.83237,0.9652,0.8137,-0.1515,1661.62,1695.73,2.0528,67.5798,18.8769,48.7029,-28.4103,1.20889,44.9185,20.2926,17.4698,0.451765,0.388923
2022-08-05 12:38:24.299000+00:00,2022-08-07 00:00:00+00:00,ETH-7AUG22-1700-C,C,1700,2022-08-07 08:00:00+00:00,35.3599,0.738009,0.83026,0.9033,0.8149,-0.0884,1689.46,1689.12,-0.0199626,38.2075,11.7696,26.4379,-13.1675,1.0298,47.666,13.2704,10.5832,0.278404,0.222029
2022-09-23 12:41:35.665000+00:00,2022-09-25 00:00:00+00:00,ETH-25SEP22-1300-P,P,1300,2022-09-25 08:00:00+00:00,35.3068,0.738915,0.831279,0.9074,0.5934,-0.314,1297.16,1322.84,1.97993,34.7513,2.06905,32.6822,-15.3129,0.728683,36.6755,17.3693,15.4975,0.473593,0.422556
2022-09-30 12:41:48.202000+00:00,2022-10-02 00:00:00+00:00,ETH-2OCT22-1350-C,C,1350,2022-10-02 08:00:00+00:00,35.3033,0.738974,0.831346,0.7508,0.6141,-0.1367,1323.11,1312.26,-0.82015,16.9272,0.679001,16.2482,-10.2202,0.694799,35.168,6.02807,4.37646,0.171408,0.124444
2022-10-07 12:39:02.170000+00:00,2022-10-09 00:00:00+00:00,ETH-9OCT22-1350-C,C,1350,2022-10-09 08:00:00+00:00,35.3494,0.738188,0.830461,0.634,0.5847,-0.0493,1339.04,1315.13,-1.78529,19.0136,0.720493,18.2931,-8.65731,0.571519,37.3842,9.63576,8.06754,0.25775,0.215801
2022-11-04 12:42:14.065000+00:00,2022-11-06 00:00:00+00:00,ETH-6NOV22-1625-C,C,1625,2022-11-06 08:00:00+00:00,35.2961,0.739097,0.831484,0.6775,0.5564,-0.1211,1595.44,1624.68,1.83231,18.2894,10.7383,7.55112,7.86674,0.757479,42.3048,15.4179,13.123,0.364447,0.3102
2022-11-11 12:44:25.543000+00:00,2022-11-13 00:00:00+00:00,ETH-13NOV22-1275-C,C,1275,2022-11-13 08:00:00+00:00,35.2596,0.739721,0.80907,1.1359,0.7287,-0.4072,1271.87,1254.87,-1.33646,39.3418,3.83,35.5118,-14.5608,0.652742,35.959,20.951,19.0546,0.582637,0.529898
2022-11-18 12:15:29.889000+00:00,2022-11-20 00:00:00+00:00,ETH-20NOV22-1200-P,P,1200,2022-11-20 08:00:00+00:00,35.7417,0.731567,0.800152,0.6236,0.5125,-0.1111,1218.44,1217.35,-0.0889001,13.3562,1.78854,11.5676,0.398149,0.419052,32.2051,11.9658,10.5227,0.371549,0.326738
2022-11-25 12:12:54.042000+00:00,2022-11-27 00:00:00+00:00,ETH-27NOV22-1200-P,P,1200,2022-11-27 08:00:00+00:00,35.785,0.730844,0.799361,0.5522,0.4831,-0.0691,1193.7,1204.89,0.937305,22.0018,4.82737,17.1744,-8.54767,0.665749,33.5287,8.62673,6.78855,0.257294,0.20247
2022-12-02 12:34:11.676000+00:00,2022-12-04 00:00:00+00:00,ETH-4DEC22-1275-P,P,1275,2022-12-04 08:00:00+00:00,35.4301,0.736816,0.805893,0.5436,0.4671,-0.0765,1288.53,1239.46,-3.80784,13.669,35.6853,-22.0163,22.7635,0.772973,34.8984,0.74717,-1.25556,0.0214099,-0.0359774
2023-01-06 12:04:37.278000+00:00,2023-01-08 00:00:00+00:00,ETH-8JAN23-1250-C,C,1250,2023-01-08 08:00:00+00:00,35.923,0.728548,0.796849,0.343,0.2479,-0.0951,1242.11,1259.28,1.38258,8.54603,10.0839,-1.5379,8.69158,0.660374,34.0526,7.15367,5.28295,0.210077,0.155141
2023-02-10 12:33:02.361000+00:00,2023-02-12 00:00:00+00:00,ETH-12FEB23-1525-P,P,1525,2023-02-12 08:00:00+00:00,35.4493,0.73649,0.805536,0.5111,0.444,-0.0671,1534.49,1538.92,0.288586,17.6817,3.05149,14.6302,-4.15116,0.815744,42.6144,10.479,8.24592,0.245903,0.193501
2023-02-17 12:35:39.047000+00:00,2023-02-19 00:00:00+00:00,ETH-19FEB23-1650-P,P,1650,2023-02-19 08:00:00+00:00,35.4058,0.737228,0.806343,0.5057,0.5263,0.0206,1665.54,1690.29,1.48583,16.737,0.749082,15.9879,-12.3917,0.7716,45.2872,3.59617,1.6196,0.079408,0.0357629
2023-03-03 12:15:03.777000+00:00,2023-03-05 00:00:00+00:00,ETH-5MAR23-1550-P,P,1550,2023-03-05 08:00:00+00:00,35.749,0.731446,0.800019,0.4439,0.364,-0.0799,1566.08,1566.38,0.0191775,12.5555,1.55219,11.0033,-2.70728,0.720932,41.7374,8.29604,6.34753,0.198767,0.152082
2023-03-17 12:40:21.912000+00:00,2023-03-19 00:00:00+00:00,ETH-19MAR23-1725-P,P,1725,2023-03-19 08:00:00+00:00,35.3272,0.738565,0.830886,0.6895,0.5873,-0.1022,1738.93,1761.92,1.32212,27.2521,1.76012,25.492,-26.165,1.05282,48.2956,-0.673018,-3.11983,-0.0139354,-0.0645986
2023-03-24 12:37:32.606000+00:00,2023-03-26 00:00:00+00:00,ETH-26MAR23-1750-P,P,1750,2023-03-26 08:00:00+00:00,35.3743,0.737764,0.829985,0.6141,0.3504,-0.2637,1774.96,1746.78,-1.58753,19.7252,9.10644,10.6187,6.30998,0.994948,47.2502,16.9287,14.239,0.358278,0.301354
2023-04-07 12:44:14.158000+00:00,2023-04-09 00:00:00+00:00,ETH-9APR23-1850-C,C,1850,2023-04-09 08:00:00+00:00,35.2627,0.739667,0.832125,0.3745,0.2886,-0.0859,1855.54,1851.79,-0.20238,22.514,7.3737,15.1403,-6.75093,1.07722,52.0484,8.3894,5.49699,0.161184,0.105613
2023-04-14 12:38:19.569000+00:00,2023-04-16 00:00:00+00:00,ETH-16APR23-2100-C,C,2100,2023-04-16 08:00:00+00:00,35.3612,0.737986,0.830235,0.5441,0.3834,-0.1607,2115.44,2092.27,-1.09528,40.7248,6.30983,34.415,-37.0197,1.78266,58.5166,-2.60474,-6.44006,-0.0445128,-0.110055
2023-04-21 12:17:19.934000+00:00,2023-04-23 00:00:00+00:00,ETH-23APR23-1900-C,C,1900,2023-04-23 08:00:00+00:00,35.7111,0.732079,0.823589,0.4591,0.3565,-0.1026,1910.56,1873.83,-1.92237,30.3694,0.950987,29.4184,-33.9368,1.30392,53.0861,-4.51843,-7.23139,-0.085115,-0.13622
